DCX_YFP(-)_tp1_s.1	DCX_YFP(-)_tp1_s.2	DCX_YFP(-)_tp1_s.3	DCX_YFP(-)_tp2_s.1	DCX_YFP(-)_tp2_s.2	DCX_YFP(-)_tp2_s.3	DCX_YFP(-)_tp3_s.1	DCX_YFP(-)_tp3_s.2	DCX_YFP(-)_tp3_s.3	DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(-)_tp1_s.1	SOX2_YFP(-)_tp1_s.2	SOX2_YFP(-)_tp1_s.3	SOX2_YFP(-)_tp2_s.1	SOX2_YFP(-)_tp2_s.2	SOX2_YFP(-)_tp2_s.3	SOX2_YFP(-)_tp3_s.1	SOX2_YFP(-)_tp3_s.2	SOX2_YFP(-)_tp3_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
RPL21	1.432518	1.590485	1.565823	1.165454	1.20219	0.5689659	1.284872	1.398125	1.435112	0.488762	0.6274945	0.69938	1.371542	0.7161084	1.006658	1.274553	1.537379	1.152003	0.8122813	1.806757	1.688757	1.042264	3.26695	3.103608	2.838671	0.6446025	0.3311445	0.7594043	1.135655	0.9046984	1.110602
CHMP2A	-2.954572	-2.181872	-2.243992	-1.661772	-2.029119	-1.706583	-2.49169	-4.216397	-2.393957	-4.247532	-2.13336	-3.270422	-2.649787	-1.790118	-2.103872	-4.502376	-2.807958	-2.670691	-3.05056	-2.618982	-2.191157	-2.369589	-3.139584	-3.307104	-4.076226	-4.311193	-3.436061	-1.825374	-1.621779	-2.393199	-1.702106
POLD1	-1.529244	-3.267795	-2.929196	-3.12174	-3.442272	-5.189913	-3.267303	-5.814879	-2.105759	-1.480244	-3.831403	-4.630485	-2.678007	-4.199908	-3.26748	-4.903124	-2.032018	-4.085033	-3.943273	-2.992696	-3.850663	-5.592652	-5.338333	-4.531615	-4.941122	-4.644689	-3.865411	-3.062057	-2.256815	-1.309804	-2.420774
SUGP2	-0.8795111	-1.098068	-0.994447	-2.999987	-0.2363537	-2.702601	-2.234111	-3.276626	-1.242095	-1.268517	-1.532422	-2.03336	-3.278198	-1.209501	-0.4526007	-2.128822	-0.9703283	-1.58287	-2.207778	-4.985651	-2.231966	-2.495053	-0.2915521	0.1175875	-2.018972	-2.953804	-1.484885	-2.328437	-2.462183	-1.487292	-1.015208
AGPS	-1.498537	-0.9759164	-0.6174893	-3.246302	-2.685848	-5.10413	-5.978852	-4.940871	-4.608617	-1.706424	-2.9503	-3.391559	-1.623419	-2.836502	-2.653444	-3.560025	-1.911609	-2.633599	-3.93248	-4.00231	-3.52911	-3.93438	-2.861547	-4.167262	-3.09385	-1.772283	-2.301798	-1.540671	-1.09074	-1.879328	-1.428415
KIF2A	-0.9824603	-1.479339	-2.389685	-2.042555	-1.260971	-4.832203	-2.493708	-1.605643	-2.209735	-1.166272	-2.747749	-1.216266	-1.694276	-1.37779	-2.551248	-2.546939	-3.731464	-1.451208	-2.631136	-0.8453282	-2.052381	-2.699584	-0.6711362	-0.8075957	0.2368158	-0.8283443	-3.958539	-2.185677	-1.043734	-1.911024	-2.198446
DDX39A	0.5269804	-0.1680118	-0.0348876	-1.749484	-1.239273	-4.212501	-4.325569	-4.106236	-0.2042743	-3.50683	-2.57583	-0.8481103	-2.887925	0.3230537	-0.2852876	-1.1847	-2.570221	-1.510787	-0.5897393	-2.838312	-2.851445	-3.184668	1.238821	0.9924086	1.127481	-5.421109	-1.482552	-0.1264934	0.4284809	0.9227237	-0.06853769
ACOT7	0.7667812	0.6707104	0.5952737	0.4705937	0.6401641	-0.185848	0.4888676	0.4283642	0.4352993	2.532803	2.1523	2.371936	0.9099668	2.110015	1.850113	1.460938	-0.4779823	-0.3130348	-0.1093356	1.306068	-0.03009339	0.4880404	1.839448	1.611778	1.801541	0.6312716	0.6628217	0.5161667	1.593898	1.468485	0.7954991
AIP	-1.949477	-1.53017	-1.470121	-4.372611	-4.153179	-3.419308	-3.595614	-4.068682	-4.388503	-4.439958	-3.868187	-4.185601	-3.685322	-1.521621	-3.6134	-1.303396	-3.98886	-4.162985	-4.1464	-3.726493	-4.622023	-3.532764	-3.932047	-2.451241	-4.366005	-4.066092	-4.487503	-4.107384	-1.882468	-2.787192	-4.134194
AP3B1	-1.715433	-1.955252	-2.234463	-2.625546	-2.693703	-4.514211	-4.673051	-1.818998	-2.614319	-3.386275	-2.771367	-2.419767	-5.341352	-4.124404	-3.636017	-4.855125	-3.727935	-2.986534	-3.121895	-4.458847	-3.188835	-3.064286	-0.2186347	-1.080783	-0.9436725	-4.814382	-2.965634	-2.884681	-3.019968	-3.63312	-2.604038
PSMD11	2.52546	2.542616	2.596671	2.010924	2.508934	1.787305	2.238431	2.255245	2.361991	2.275948	2.240381	2.452123	2.184137	3.01619	2.354464	2.289351	2.119771	2.527534	2.056881	2.289469	2.120747	2.393177	1.610198	0.3513523	2.135877	2.19789	2.408117	2.315411	2.230156	2.438483	2.16155
PSMD12	0.7067655	-1.825602	-0.998997	-2.182242	-2.705114	-3.099966	-1.703122	-2.53855	-1.007635	-0.3523243	-0.698178	-1.369738	-2.498387	0.688711	-2.067664	0.43586	-3.110905	-0.6152709	-1.737242	-4.694482	-2.373226	-2.304076	-2.566216	-1.786511	-3.86957	-2.295645	-0.179107	-2.487473	-0.7334973	-0.5163555	-2.635983
PGRMC1	3.496463	3.424536	3.555213	3.209522	3.119639	2.786368	2.718511	2.833589	2.939029	3.393718	3.190254	2.776908	2.438505	3.013214	3.207599	2.655451	2.881204	3.461211	3.377539	3.074739	2.822731	3.102198	2.459691	1.818431	2.17081	2.857453	2.448421	3.580866	2.966094	3.075876	3.289317
SUPT5H	-1.072843	-1.266756	-1.047177	-1.678661	-3.540049	-3.437415	-2.304659	-3.138763	-1.571916	-4.475583	-4.586792	-1.816774	-2.716521	-0.4779445	-1.348639	-1.706406	-1.336576	-2.472596	-1.770481	-1.675199	-4.88894	-1.474801	-1.353918	-1.264218	-1.741364	-1.595119	-1.419615	-2.568641	-0.7848231	-0.8423927	-0.400892
DFFA	-1.014367	-0.9479533	-0.9455488	-1.071837	-1.884171	-1.994491	-1.780881	-1.135584	-1.085508	-2.008856	-4.21934	-1.562435	-2.173748	-1.196051	-0.4486724	-2.525687	-1.376692	-2.389452	-2.872234	-2.253367	-1.068391	-2.301997	-4.179258	-5.95511	-1.187422	-0.6124955	-3.01232	-0.7615854	-0.9783759	-1.671166	-1.289438
HIP1	-2.236175	-2.390555	-1.131078	-2.326751	-1.802887	-3.865706	-2.650417	-2.237062	-0.9871031	-2.868241	-3.56751	-2.546053	-0.7662548	-2.351449	-2.619804	-5.632008	-1.456864	-1.533086	-2.032028	-3.320423	-2.706588	-3.391762	-3.886075	-4.388299	-4.763376	-5.069074	-1.648748	-2.149105	-2.798529	-1.498993	-1.858567
CLIC1	3.209008	3.371253	3.240413	2.810668	2.970349	2.503386	2.867793	2.321342	3.306721	2.512123	2.473801	2.36965	2.450164	2.831355	2.811941	2.748296	3.37607	3.27332	3.410568	2.959981	3.071421	3.465637	2.308417	1.048709	2.426511	3.390479	3.293423	3.188781	3.391517	3.15522	3.216177
EIF3F	0.6904067	0.704787	0.5193911	-0.4310488	-0.06106973	-1.624399	0.2131288	-0.2252647	0.4330951	-0.7838829	-1.097941	-0.4079142	-0.2329368	-0.07403044	0.5552703	-0.9888695	0.6263277	0.7675902	0.1308895	-0.06571663	-0.2522706	0.1251133	0.5088396	-0.5106564	0.5709274	0.3978787	0.5569052	-0.2483142	0.6805302	0.4302118	0.2437089
SAP18	-0.2197906	-0.7673901	-1.463417	-1.173903	-0.9445633	0.2212151	-0.9615995	-0.7593002	0.07846224	0.9318465	-0.2263761	0.1560523	0.9408673	0.3615156	-1.197195	1.336101	-0.8046721	0.5691096	-0.3563643	-1.324062	-1.102442	-0.5183207	0.6699394	-0.6935031	1.140313	1.661958	0.7864925	-0.7266081	-2.404256	-0.1528885	0.09723304
IGF2BP3	2.425356	2.462895	2.394723	1.721692	1.720732	1.702771	-0.005010642	1.051827	2.192805	1.502671	0.3845263	-0.06765324	0.9940223	2.298167	2.490551	1.807923	2.380926	2.567206	2.575348	2.300345	2.29699	2.349013	3.078736	2.342084	3.079314	2.472871	2.401534	2.919849	2.327857	2.260547	2.460051
PLOD2	-3.986454	-4.292696	-2.072325	-4.651989	-4.150776	-2.630821	-2.33424	-3.486881	-2.029149	-5.059699	-2.901622	-4.104413	-3.643507	-3.669947	-5.036691	-4.302321	-3.027992	-1.287196	-3.545993	-3.062605	-5.135796	-2.911275	-2.309253	-5.108856	-2.294467	-2.355079	-3.238181	-3.948905	-3.653762	-4.007652	-3.885245
NDUFA4	-0.1576339	-0.4059079	-0.3386766	-1.016559	-0.7528088	-3.348238	0.5057009	0.05668379	0.4056671	-1.718949	-1.862471	-0.140384	-0.8614616	-0.3293703	0.1149495	-2.15526	-0.3918265	0.03908013	-0.4113813	0.03504096	-1.12581	0.1606394	-1.15061	-5.344864	-0.2819875	-1.349727	-0.3410248	-0.1360334	-0.07524739	0.3629817	-0.2211241
PSMD14	-0.576245	0.1754323	-0.3481587	-0.586066	0.3139565	-1.203886	-0.8236465	-0.8258011	-0.3667116	-0.485651	-0.1896116	-0.3157011	-0.8629802	-0.1106981	-0.5347788	-0.6634905	-1.167827	-0.5457784	-0.2132986	-0.662087	-1.333126	-0.6918194	0.9380612	-1.402331	2.057209	-0.6138935	-0.1228629	0.3058694	-0.6993495	-0.4296076	-0.1621841
KPNA3	0.05113956	-1.087195	0.1460272	-0.7656626	-1.485842	-1.519732	-1.13802	-0.4860349	-0.6612602	-1.431424	-1.936846	-0.8094951	-1.366072	-0.8993087	-0.3484413	-1.952981	-1.242053	-0.7894189	-1.946123	-0.8580957	-1.775532	-1.589005	-3.241416	-4.920315	-3.42564	-0.4088966	-0.191834	-0.2825272	0.4767741	0.2769046	0.03638472
PIR	-3.168658	-2.096591	-4.243207	0.3130835	0.3522877	1.890612	0.06914551	0.1124993	0.6206502	0.8356919	0.7311076	0.5903779	0.4160809	-4.402267	-0.7724596	-3.236736	-0.6577364	-2.464185	0.9227433	0.7265224	1.5227	1.256483	-0.2301149	-1.502092	1.393615	-1.73212	-3.061727	-0.2941682	-0.05004735	-3.414684	0.3556269
KPNA4	-2.352352	-1.815144	-1.991121	-2.660862	-1.853987	-3.148643	-2.128171	-2.596876	-2.255251	-4.567392	-3.353329	-4.256613	-2.695953	-3.924259	-1.899829	-3.644148	-2.5985	-2.740719	-3.797785	-3.000647	-3.326144	-2.77797	-6.088114	-4.332959	-3.516084	-2.572842	-2.757169	-1.865374	-1.784496	-2.196019	-2.095853
PPP6C	-2.076597	-2.412457	-2.781052	-2.663308	-2.24892	-2.771325	-4.789275	-3.125273	-2.334122	-3.396616	-2.737652	-1.918606	-4.492839	-2.713104	-2.63191	-2.082437	-4.346315	-2.402205	-3.508267	-2.401714	-3.890828	-6.320651	-3.223118	-3.2851	-3.386612	-2.129436	-1.225241	-2.843488	-1.163136	-1.601064	-2.319831
MAN2B1	-1.820729	-4.969742	-3.792369	-1.888092	-2.957783	-2.526786	-4.136936	-0.8436095	-0.4596598	-3.069854	-4.459354	-2.101704	-1.336328	-3.492347	-5.098867	-3.875678	-5.012656	-2.178438	0.2683548	-3.917344	-2.279818	-1.38875	-0.09773888	-2.824145	-2.042077	-1.934284	-2.646461	-1.291704	-3.268151	-2.500288	-2.649052
DPYSL4	2.081264	1.476723	1.685089	0.8561196	1.581863	0.3868232	-0.2564433	-0.2473842	-0.6861939	3.980494	3.748783	3.187253	1.295852	3.644204	2.910642	2.72208	-0.3423652	0.4658936	0.5787884	2.533261	1.576041	1.891004	0.7041985	0.6037398	0.3379894	1.345793	2.230887	1.621441	1.609899	2.15931	2.188729
EIF1AX	0.7152976	0.376057	0.2600876	0.5362029	-0.04002348	0.03700799	0.004362218	0.1770585	0.3434473	0.004818201	0.3894348	0.5866046	0.09935277	1.032112	0.3595838	0.821044	-0.7375076	0.934384	0.08493552	0.2862105	-0.4526679	0.1712906	-2.207005	-3.366399	-1.680101	-0.142472	1.04155	0.3158102	0.07580104	0.4827699	0.1162808
PDCD5	0.2704592	0.3646525	0.7308369	-0.1370274	0.5716223	-0.2315498	0.7195082	0.2948788	0.4252139	-0.9253806	-0.04778659	0.4501523	0.08497253	0.4870194	0.742655	0.5245265	0.04485354	0.2514583	-0.00338605	0.8584808	-0.5835531	-0.2550901	-1.203015	-2.067171	-0.978195	-0.2035024	-0.06731781	0.6519603	1.209755	0.9622431	0.9316254
PRMT5	-0.5724604	-2.687346	-1.355276	-2.134618	-2.399814	-2.663418	-3.522296	-3.97784	-2.15266	-3.749911	-4.610874	-1.125595	-4.309237	-1.578464	-2.030425	-1.949316	-4.44255	-2.918012	-2.140691	-3.63152	-3.70315	-1.76719	0.5911248	-1.809552	-1.634665	-3.130844	-1.342292	-2.385583	-1.476414	-0.9708834	-2.349026
SLC9A3R1	-0.9326268	-0.003952025	-0.9337232	-1.855545	-1.711878	-1.396212	-2.069232	-1.261887	-0.6687424	-4.313769	-5.112947	-2.366425	-2.713376	-3.669878	-3.245087	-5.648814	0.1446199	-0.8349071	-2.831441	-2.533261	-4.503577	-2.735995	-6.848197	-3.42974	-3.40204	-1.089555	-2.436597	-1.591256	-1.865503	-2.449321	-1.669857
TCERG1	0.9476067	1.224647	0.8244169	0.7390559	0.8569027	-0.3784319	-1.147354	0.2777578	-0.1338989	-3.102654	-2.651913	-0.3962241	-1.032081	-0.1306134	0.8706332	-1.863147	0.776434	0.2302172	0.3291153	-0.4963689	-0.3847449	0.6479379	0.1214766	-2.98345	-0.830076	0.2596108	-0.001873726	1.060549	1.017331	1.006417	0.8812041
PSMA7	2.552892	2.603274	2.499324	2.420669	2.242756	2.151676	2.461615	2.111195	2.359814	2.446501	1.964297	2.42465	2.299427	2.532042	2.467684	2.119683	2.075985	2.495938	2.523431	2.313302	1.826081	2.568091	2.328398	1.712195	2.69417	2.427561	2.517385	2.382481	2.654849	2.647859	2.589426
HAT1	0.2755462	0.2867938	-0.1360443	-1.386922	-1.326733	-1.422423	-0.7450514	-3.629142	-0.7320536	-2.771685	-2.474833	-2.531777	-2.317854	-2.528742	-0.9822629	-2.815282	-1.368944	-1.327528	-4.260061	-2.071234	-5.246976	-4.858809	-0.4835973	-1.776755	-0.8412047	-2.428151	-0.01394613	0.04346961	0.6014588	0.4694134	0.326254
HGS	-1.943718	-0.5593417	-1.373244	-2.918464	-2.82615	-2.922935	-2.002746	-1.26303	-1.269589	-2.290048	-1.761662	-1.972072	-1.359212	-1.489966	-1.99439	-2.482769	-2.004348	0.466217	-1.964646	-2.371009	-2.746565	-2.28839	0.2232324	-0.6415598	-2.286912	-2.529139	-0.3914167	-1.404094	-1.438388	-0.6206235	-1.518971
XPO1	2.471285	2.404763	2.299633	0.6300871	2.030505	1.166682	2.047507	1.098543	2.321327	2.056536	1.972891	2.000223	1.609572	1.980427	2.079418	2.205125	2.555426	2.605674	2.335261	1.897634	1.79168	2.213752	2.158641	-0.7832049	1.14677	1.274526	1.924816	2.361629	1.996502	2.536168	2.668154
PFAS	1.070023	0.6078888	0.6368366	-0.5249231	0.3539006	-1.795381	0.2186191	-0.5585282	0.6255232	-0.769001	-1.353706	0.1170259	-0.988664	0.1761635	0.2699662	-0.9923669	0.7204455	0.6089302	-0.3706335	-0.1242202	-0.6279595	0.3760327	0.1934802	-1.908944	0.2806922	0.272482	0.873772	0.7918814	0.8314866	1.182872	0.8329225
DCLK1	-1.184016	-1.221581	-1.219623	-2.188823	-1.10378	-2.06983	-1.035611	-0.008195773	-0.2750415	1.507324	1.376184	0.7686042	0.327638	0.2732109	-0.06955953	0.5643378	-2.848519	-2.791816	-1.824443	-0.09892377	-0.0008540377	-1.267699	-1.024007	-2.219418	-0.9627751	-2.534628	-2.799436	-2.892233	-1.207741	-0.4198833	-0.4237331
LSM1	-2.303216	-1.264247	-3.189157	-3.627008	0.2271667	-0.6246288	-1.320189	-0.8389508	-1.081947	-0.959944	-0.8389583	-0.5677665	-0.7249963	-1.180604	-2.127923	-0.4087899	-5.218895	-1.390596	-0.2219151	-3.177307	-0.7448308	-0.1874863	1.94412	-0.5946876	-4.625408	-0.4687325	-1.866217	-4.121478	-3.848337	-1.608936	-4.483647
NPC1	-1.385003	-1.777463	0.1115471	-0.8656295	-0.2587568	-0.7596702	-3.892997	-3.625151	-4.319714	-1.325509	0.03115663	-0.1739908	-0.7097468	0.2822093	-1.751192	-0.02944417	-5.274996	-3.861805	-0.5412532	-1.589172	-3.698497	-3.020393	-2.832563	-1.575042	-2.055274	-1.914823	-0.4808248	-4.079466	-4.318536	-0.948429	-5.058666
ARPC2	0.6977909	0.6064587	0.6500869	-1.177311	0.403566	-0.1756759	1.117792	-1.112974	1.381195	1.623753	0.9288795	1.441424	0.7383572	1.238987	0.5305186	0.3039334	0.474401	1.370278	0.249326	1.014784	0.1378659	0.5922846	1.532745	1.721416	-2.96988	0.310032	0.6577636	0.8580369	0.5076683	0.9705422	0.5171198
ARPC3	-0.4993685	-0.5335221	-0.7167763	-1.511987	-0.00394605	-3.288356	-0.2174113	-0.9345001	-0.02872247	-0.2545396	-0.1480873	-0.1995087	-1.113048	-0.37433	-0.07308163	-0.3646521	-0.5111809	-0.1885856	-0.3436239	-0.3994353	-1.01626	0.4849322	1.507864	0.6177404	0.2930464	-1.174518	0.2661059	-0.8249359	-0.4458437	0.009711352	-1.0872
PGRMC2	-0.239458	-0.160817	-0.2592697	0.09084788	-0.3683533	0.140349	0.06146469	-0.2514768	-0.03160942	0.02835244	-0.4769738	0.06827398	0.1578635	-0.5570295	-0.4023412	-4.756553	0.3689076	-0.1049865	0.1490473	-0.7050672	-0.2722124	0.1881826	1.531021	1.146246	1.280648	-0.384878	-0.8324259	-0.1800655	-0.2546545	-0.2171237	-0.04571196
PFDN6	-0.01767329	0.5485486	0.5581783	-0.9096459	-1.438467	0.3698425	-0.4955068	-0.5020254	-0.01573636	0.5758221	-0.5589753	0.1327756	-2.163745	1.021521	0.5241219	0.08015595	-0.04678744	0.01135886	0.4437184	0.677045	-0.2904946	0.5126222	-3.210186	-3.462715	-2.750629	-1.308257	0.08979978	-0.7548173	0.6783717	0.1610058	0.4380654
SPTLC1	-2.598356	-2.396155	-2.825253	-3.635254	-3.032134	-3.675819	-2.314725	-2.482491	-2.62665	-4.523709	-3.400193	-4.436396	-4.611235	-4.883775	-2.937527	-5.128109	-1.873201	-2.588883	-2.398484	-4.458426	-2.594392	-2.662268	-4.666436	-4.438191	-5.921877	-2.946624	-3.100831	-2.467469	-2.516406	-2.503407	-2.258207
OGT	-1.420945	-2.163686	-1.720252	-1.929961	-3.162859	-4.360021	-1.838903	-1.976746	-3.211999	-1.304434	-2.490181	-2.568178	-2.197822	-3.868466	-1.482496	-2.441114	-2.84045	-2.462429	-4.876478	-1.639027	-3.499536	-3.298392	-0.1351716	-1.883875	-1.307711	-2.36332	-3.406136	-2.787208	-2.43215	-2.296593	-2.625714
PPM1G	-0.1134228	-0.4420848	-0.4331942	-0.5363953	-1.302834	-1.833079	-1.018473	-1.182225	-3.060691	-2.526067	-2.875568	-0.7577845	-0.961095	-0.8694002	-0.7035747	-2.319365	-0.9868659	-1.086076	-1.313232	-1.698328	-1.041159	-3.001477	-4.719912	2.116345	-2.875038	-1.161474	-0.9556041	-0.3671475	0.3168224	-0.3064374	-0.5767996
EIF3D	0.779743	0.8115393	0.9113586	-0.4203226	-0.02053165	-1.193036	-0.297885	-0.3516254	0.6687853	-0.7732723	-0.2534225	-0.5252662	-0.04754047	0.2246431	0.08008309	-0.1768688	0.07478249	0.806289	-0.02982609	0.6097285	-0.3211908	0.827849	1.512017	1.226547	-0.2506549	-0.6410569	0.3748332	0.5579134	0.6854212	0.463186	0.745911
STX7	-1.923584	-1.490972	-1.306482	-3.372465	-1.249645	-4.661534	-2.090574	-2.537064	-1.945974	-0.6060724	-1.189163	-1.727907	-1.545856	-0.8929929	-0.06317117	-1.358217	-1.771762	-1.465623	-2.175973	-0.6479478	-3.029181	-0.730895	-4.896125	-3.095506	-1.832964	-2.62391	-3.681783	-1.299151	-1.751923	-0.9375578	-1.103809
ARPC5	-1.190116	-2.671967	-1.917498	-1.657016	-1.399023	-1.073483	-1.270213	-1.127678	-1.428953	-1.335385	-1.483908	-1.044788	-1.025789	-2.142072	-0.6157171	-1.900664	-1.837009	-0.7292556	-0.6020521	-0.4381624	-1.1392	-0.4060197	-1.794279	-4.945932	-1.103308	-2.294197	-1.864274	-0.7670781	-1.827672	-0.961673	-0.9549993
FABP7	1.519805	0.4693054	1.196683	3.682099	4.273404	3.601876	3.996076	3.688552	3.398547	3.470545	3.730085	4.720573	4.233783	0.3790744	0.8924125	-0.361834	-4.666811	-0.9272584	-0.3235269	1.473706	1.61374	1.589307	0.1720926	-0.3781268	1.600652	2.996567	3.008751	2.917547	2.921896	3.796959	2.991628
DHX15	3.031569	2.857569	2.623213	2.242098	2.708313	1.533797	2.153095	1.893502	1.961408	1.58009	1.20524	2.096246	1.462615	2.491184	2.854216	1.731766	2.477873	2.668861	2.237151	2.617801	1.963824	2.344725	3.000952	2.36235	3.535434	2.396433	2.762233	2.558668	2.739929	2.912088	2.833214
PRPF4	0.3007067	-0.5555152	-1.297972	-1.26518	-2.4341	-2.300119	-3.18119	-2.979917	-2.280718	-2.053584	-3.13885	-1.410776	-2.607997	-1.559503	-1.295198	-1.478218	-1.405969	-2.214327	-2.542851	-2.833435	-2.699617	-1.763696	0.5581192	0.08578956	-1.284325	-1.709982	-0.7098236	-1.236393	-0.01597225	-0.1208583	-0.8665963
DYNC1LI2	-1.060536	0.01583031	-1.558801	-2.379611	-1.208247	-2.464615	-1.302352	0.05531387	-1.206546	0.2597491	0.08259289	-1.139955	-0.7726248	-0.3228361	-0.8834668	-1.256161	-1.364213	-0.6546209	-0.3509486	-0.6502808	-1.171549	-1.697325	-0.5460784	-1.033079	-1.384635	-0.9690892	-1.962225	-1.718511	-0.9593494	-1.877274	-0.6697818
PSMD3	1.772411	1.907637	1.714643	0.8428728	1.342652	0.7590903	0.7668934	0.8312083	1.236901	0.888357	1.087705	1.161481	0.7127203	1.230913	1.327362	0.2579959	1.277179	1.454661	1.559767	1.643757	0.1976654	1.381846	2.524505	2.001964	2.002706	0.8481546	1.466879	1.565571	1.609289	1.431952	1.624817
PAPSS1	-1.175761	-0.6922783	-0.128241	-1.12644	-0.4652333	-0.9518692	-0.916384	-1.379551	-1.161195	-1.767848	-1.700431	-0.7584983	-1.14297	-0.7937129	0.05282351	-0.9599747	-0.07102981	-0.2201327	0.3550583	-0.9964736	-1.032085	-0.8205792	0.3422288	-0.02344382	-1.363977	-1.371293	-1.054582	0.05851328	-0.3988131	0.1353714	-0.7431864
SART1	-1.752007	-0.7068865	-1.768698	-0.8802533	-2.218258	-2.076623	-3.656593	-4.202523	-3.362299	-5.008482	-2.734455	-1.643353	-4.077256	-2.492043	-1.481931	-2.129362	-2.030551	-2.577945	-3.493412	-1.62154	-3.22967	-1.031001	-1.431518	-3.709527	-1.930903	-1.889437	-1.202551	-1.49404	-0.4121211	-0.6685264	-0.7483035
MSI1	2.429248	2.649981	2.503553	1.293063	1.934129	1.291903	-0.3398474	-0.7095312	-0.3157411	0.08711804	0.3403141	0.6876193	-0.1529023	1.586053	1.75533	1.558909	-2.251683	-4.527682	-2.574812	0.05463631	-1.062505	0.472481	-0.2183861	-0.1278537	0.5541195	1.820555	2.558216	2.542516	2.631692	2.657637	2.826349
HNRNPR	5.154332	5.142136	5.161899	4.962805	4.966839	4.861286	4.423358	4.239623	4.702861	4.408095	4.45181	4.701827	4.371389	5.063137	5.197087	4.702365	4.801184	4.942515	4.850509	4.87608	4.674903	4.812995	3.874031	3.29575	4.326234	3.678094	4.086862	4.960813	4.923298	5.072456	5.107878
TXNL1	0.601956	0.4685561	0.6340835	-0.02164745	1.245179	-1.191612	0.6720098	0.205691	1.214808	1.007481	0.96326	0.4636625	1.571927	0.9245292	1.306566	0.1207022	0.2075433	-0.5059178	0.9500426	0.01012617	2.090566	1.362821	0.2605486	-0.8257643	0.160924	1.752263	0.2153916	1.201942	0.9576319	0.8327114	0.8938115
XPOT	-2.820437	-1.700625	-3.334988	-2.374074	-2.314777	-4.196921	-2.834646	-2.896263	-2.80109	-3.134677	-3.971247	-0.882445	-2.05584	-3.481441	-3.82618	-3.515254	-3.810082	-2.283171	-2.849167	-1.543024	-1.648463	-1.841396	-4.10521	-5.29461	-5.17705	-3.397193	-2.604605	-2.073426	-2.452718	-0.9394639	-2.508011
PLRG1	-0.8014452	-0.9106032	-0.5057594	-2.141742	-1.266322	-3.318003	-2.878684	-3.343391	-1.945142	-2.603741	-3.279197	-2.790072	-2.708559	-0.8924698	-2.029622	-1.617756	-1.935258	-1.727771	-0.6553732	-2.94872	-2.214062	-1.755417	-5.002986	-1.003509	-3.645645	-2.194369	-0.5044814	-2.224818	-0.4083005	-0.7593619	-0.3794864
ACTN4	3.29799	3.129736	3.252249	2.786811	3.042343	1.98703	3.811623	3.835008	4.273175	2.501802	2.781474	3.690595	3.133306	2.377975	2.863311	2.736336	3.960089	4.0784	3.689557	3.714079	3.235306	3.923534	4.534456	3.573326	2.996525	2.41528	3.194431	3.069426	3.226129	2.873002	2.877085
HTATSF1	0.438811	-1.384936	-0.06949732	-1.153414	-2.022908	-1.15157	-1.933405	-2.287938	-2.964797	-2.715071	-3.630073	-0.5380683	-1.230434	0.09485121	-0.4826569	-0.2575751	-2.245687	-1.988081	-1.775415	-2.250838	-1.831264	-1.000057	-4.07288	-3.757853	-4.685905	-1.803907	-1.007825	-1.328186	0.08207846	0.2398792	-1.038522
AP1G1	-1.224605	-1.785116	-1.293376	-2.617207	-1.942167	-2.876341	-1.757066	-2.669506	-2.443604	-1.920938	-2.678668	-2.746482	-2.476047	-2.431746	-2.238307	-2.783381	-2.569542	-2.06491	-3.183506	-4.780487	-2.754416	-2.09345	-4.429619	-3.956595	-3.333368	-2.550969	-1.853221	-1.957626	-1.064323	-1.267399	-0.7933574
SGTA	1.120368	0.7218213	0.3721223	-0.1754111	0.7617815	-0.1257501	0.1932956	0.543475	0.7105098	2.191155	2.219714	0.9383847	1.261744	1.869171	0.2001761	2.617069	0.2052779	1.463983	0.4778488	0.3490255	0.8196793	0.4834859	-1.509871	-3.648533	-3.132385	0.9262119	1.596573	0.1971228	0.6112866	1.199154	1.171912
NARS	1.868823	1.67159	1.82631	1.162032	1.619909	0.8023824	1.536116	1.399506	1.84269	1.184154	1.279359	1.73697	0.9725	1.433936	1.727614	0.7149902	1.244977	1.36697	0.808516	1.189174	0.6974604	1.741926	2.468823	2.446151	1.731888	0.9013108	1.649916	1.616756	2.079287	1.924168	1.960128
NUDT21	1.994635	2.218756	1.847018	1.800347	1.363183	0.9686632	0.8259672	0.2492263	1.265486	0.2917378	0.6284755	0.9369475	0.5807081	1.791087	1.813382	1.036039	1.72575	1.276856	1.249678	1.392687	1.073212	1.449215	0.7246043	-0.1557747	2.566383	1.463256	1.586089	1.832803	2.077272	2.071052	2.017499
