DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
XPOT	-3.134677	-3.971247	-0.882445	-2.05584	-3.481441	-3.82618	-3.515254	-3.397193	-2.604605	-2.073426	-2.452718	-0.9394639	-2.508011
PLRG1	-2.603741	-3.279197	-2.790072	-2.708559	-0.8924698	-2.029622	-1.617756	-2.194369	-0.5044814	-2.224818	-0.4083005	-0.7593619	-0.3794864
ACTN4	2.501802	2.781474	3.690595	3.133306	2.377975	2.863311	2.736336	2.41528	3.194431	3.069426	3.226129	2.873002	2.877085
HTATSF1	-2.715071	-3.630073	-0.5380683	-1.230434	0.09485121	-0.4826569	-0.2575751	-1.803907	-1.007825	-1.328186	0.08207846	0.2398792	-1.038522
AP1G1	-1.920938	-2.678668	-2.746482	-2.476047	-2.431746	-2.238307	-2.783381	-2.550969	-1.853221	-1.957626	-1.064323	-1.267399	-0.7933574
SGTA	2.191155	2.219714	0.9383847	1.261744	1.869171	0.2001761	2.617069	0.9262119	1.596573	0.1971228	0.6112866	1.199154	1.171912
NARS	1.184154	1.279359	1.73697	0.9725	1.433936	1.727614	0.7149902	0.9013108	1.649916	1.616756	2.079287	1.924168	1.960128
NUDT21	0.2917378	0.6284755	0.9369475	0.5807081	1.791087	1.813382	1.036039	1.463256	1.586089	1.832803	2.077272	2.071052	2.017499
CALU	2.095944	2.262418	1.909082	2.706375	2.404334	1.960791	1.058966	3.356406	3.738605	2.85749	2.202287	2.63688	3.348461
AHCYL1	-4.026844	-2.355024	-4.163746	-3.788471	-3.46407	-1.859281	-3.80767	-3.429985	-2.041952	-1.580523	-2.370462	-1.897198	-1.821525
NDUFS5	-1.563403	-1.65831	-1.637743	-1.157428	-1.350564	-1.224422	-1.513904	-0.9088948	-1.333773	-1.146004	-1.969371	-1.239822	-1.074377
RAD21	-3.130344	-1.672394	0.2441449	-2.089226	-0.1107634	-0.7069132	-2.797797	-1.901967	-0.7626259	-0.4391973	0.1319641	-0.3924528	0.2482574
TIMM8A	-2.559024	-4.416333	-3.128565	-2.679147	-3.674865	-1.618723	-2.710009	-1.74805	-2.23765	-0.4954334	-0.7336521	-1.792544	-2.187313
PRPSAP2	-4.375199	-2.348103	-3.334196	-3.357064	-1.475912	-1.76791	-4.329647	-3.426718	-0.7695987	-1.919489	-0.9204285	-0.9385837	-1.665235
SMARCA5	0.07843687	0.1802163	1.020672	1.369089	1.619947	1.691628	1.332729	1.930072	1.244064	1.707721	1.610236	1.790881	1.739487
KIF5C	1.660493	0.8458155	-0.03750946	-0.7217413	1.485267	0.9865738	0.3522741	-2.886487	-3.972381	-1.322606	-0.6259276	-0.007920206	-1.236224
AQR	-3.060617	-3.181353	-0.646315	-2.811331	-1.447922	-3.319627	-1.390889	-4.448721	-1.606154	-1.866963	-3.548654	-0.7389498	-0.7611436
KDM1A	-0.6005304	-1.519952	-0.6279161	-1.374393	0.5894166	-0.2504752	-1.024376	-0.5867547	-0.004152566	-0.8819954	-0.09165791	-0.8140296	-0.6030498
SNX3	-4.284851	-4.011537	-3.458631	-2.317873	-4.097299	-1.636045	-4.033527	-2.749556	-3.407591	-2.688809	-0.8440762	-2.138212	-1.563607
MGEA5	-0.5456563	-0.2946994	-0.1864118	-3.305721	0.2640391	-0.5293549	-0.9860959	-3.398817	-0.3245189	-1.126772	-0.9684274	-0.1345797	-0.3408685
SYNCRIP	2.797773	2.701676	3.598089	3.252716	3.613113	3.586842	2.554057	2.449918	2.302645	3.641202	3.601938	3.729623	3.90735
PLIN3	0.2525338	0.916135	1.719768	1.136415	-0.3975122	1.059865	0.7812345	1.1316	1.432576	2.046198	1.439265	1.368011	1.788486
KPNA6	-1.652211	-1.437562	-0.9691461	-1.13524	-1.070564	-1.355229	-1.083354	-1.834386	-0.4055389	-1.262321	-0.357094	-0.5600671	-0.9940857
UGDH	0.5110883	-0.09985983	-0.157495	0.4641728	0.5666487	0.9143727	1.120363	1.184374	1.63516	1.568676	0.881721	1.215075	1.556926
EIF1B	0.05112487	-0.3849702	-0.5871121	-0.6908773	-0.3674565	-1.381693	1.243897	-0.2818311	0.6707154	-3.676002	-4.169904	-0.7961611	-0.9443361
SNX2	-1.723809	-1.198406	-1.174977	-0.7081844	-1.542767	-0.7930978	-2.722353	-1.115448	-0.41258	-0.7771699	-0.1512717	-0.3559692	-0.6364933
USO1	-2.893214	-2.989616	-2.906009	-4.084227	-2.382153	-2.978227	-4.79052	-3.81077	-4.037757	-3.628215	-3.166764	-3.538716	-2.497662
HIST1H2BN	9.071276	8.89521	8.527126	8.25781	8.972581	9.015549	8.894659	9.215388	8.249166	8.746656	8.510798	9.034241	9.201069
DKC1	-2.385733	-1.295107	-1.696528	-1.614543	-3.176635	-2.08726	-2.055435	-1.428566	-1.24995	-0.8166521	-1.347343	-2.328063	-0.8873309
EDF1	0.9947898	1.007598	1.395606	1.063598	1.682232	1.596457	1.399888	0.8462077	1.436334	1.685333	1.755863	1.841574	1.814395
BRD4	-3.232128	-3.600544	-2.101589	-3.222435	-1.062587	-0.6504778	-3.285457	-0.302195	-1.012088	-0.08207957	-0.114513	-0.911499	-0.8344675
CUTA	0.4896477	1.088807	0.4442909	0.584869	1.717587	0.3716294	1.761793	0.5892399	1.167973	0.5527417	0.3241772	0.4582502	-0.04021664
WDR1	1.994645	1.257453	2.157421	1.476794	1.340748	0.9359671	1.144024	1.098791	1.60831	1.388748	1.261966	1.361888	1.034532
CPNE3	-0.5104943	-1.694069	-0.7564819	-0.3701802	-1.260698	-1.457936	-1.529111	-1.179959	-0.9470268	-1.236499	-0.5023016	-0.5493949	-0.3172296
NDUFS2	-1.48004	-1.714257	-1.92433	-2.3205	-0.2701902	-2.121032	-0.2866458	-2.644949	-0.3721596	-2.4937	-3.114351	-2.791632	-2.934673
GBAS	-2.294958	-1.571179	-1.418533	-1.121055	-2.353543	-2.584808	-2.758603	-2.862253	-1.596377	-1.263091	-2.064377	-2.530278	-1.672546
PDCD6	-1.557226	-0.453925	0.3993652	-0.9401993	-0.2538526	-0.576833	-0.2543134	-1.122037	0.1491993	-0.1057201	-1.378036	0.5193018	0.5925983
ATP6V1G1	-0.3644057	-0.6822438	-4.543723	-0.6162388	-1.012072	-1.308764	-3.520939	-2.747601	-1.651693	-1.186293	-0.834081	-1.539279	-1.596557
H2AFY	3.521094	2.659019	2.636804	2.895578	3.066083	3.55865	2.84698	3.520437	2.949459	3.190256	2.197928	2.641367	3.306979
SH3BGRL	0.05120599	0.2510705	0.4874827	0.8399174	0.2121687	1.344881	-0.546159	1.509846	1.585072	1.67278	2.093223	1.886666	1.602861
FLNB	0.1189237	1.212362	0.6555809	1.913128	-1.234257	1.769689	1.100974	1.006344	1.817488	1.674337	0.8513504	1.011614	1.607687
NDUFS6	-1.060174	-3.043599	-3.375232	-3.043639	-1.965231	-2.747402	-4.446998	-2.439057	-0.7670162	-3.021337	-2.643341	-1.3475	-1.009422
SEC22B	0.1929453	0.2542568	0.5890099	0.4433784	0.2350833	-1.055232	-0.4438037	-0.8385735	-0.05571891	0.2521733	-1.077859	0.8821456	0.4106049
VPS26A	-0.5969525	-0.8014522	-0.8068762	-1.412691	-1.325256	-0.7890722	-2.075974	-0.7704409	-0.6808925	-0.9825828	-1.95307	-2.245578	-0.6618679
PMPCB	-0.537419	-1.813081	-0.1235605	-0.4218119	-0.0773001	0.3853961	-0.6727819	0.2380665	0.5495493	0.8914532	0.06176767	0.5045912	0.6907438
PSIP1	1.66987	1.175922	1.701938	1.168868	1.954452	2.182392	1.688105	2.40232	1.638561	2.683914	2.52731	2.432063	2.710706
ERLIN1	-2.78825	-1.961813	-2.204717	-2.253267	-2.979608	-2.471324	-2.058499	-2.188813	-2.288427	-1.93307	-2.912917	-1.771274	-2.021696
NDUFS3	0.4836884	0.01026398	-1.187475	-0.7933116	0.220784	0.4567076	-0.646333	-0.1234921	0.2822846	-0.1565611	-0.3351649	-0.7041227	-0.1209291
SRSF10	2.36635	1.802505	2.473676	2.106856	2.738116	1.691163	2.604221	2.881868	2.915728	2.90551	1.579625	2.701174	2.840751
HSBP1	-0.4233305	-0.3546465	-0.2291928	0.4122998	-0.4354429	-0.6637218	-0.1261854	-1.256228	-0.6570395	-1.089152	-1.857055	-0.6096656	-1.573786
BANF1	2.688897	2.309533	2.600069	2.313187	2.418693	1.637956	2.922243	2.67735	2.749737	2.002257	2.165033	2.565137	2.734542
SF3B1	1.012322	1.384724	1.409921	0.2410641	1.887846	2.562684	1.371131	1.822322	1.976963	2.729011	2.772179	2.652297	2.735607
CSDE1	-0.3092658	-0.5486266	-0.6246973	-0.9070368	0.3668879	0.0324714	-0.02345142	-0.9529763	-1.458802	-1.152128	0.6402228	0.378158	0.2134421
PRKRA	-1.335202	-1.8445	-1.352219	-2.288115	-0.410466	-0.6010214	-1.596702	-3.241167	-2.751702	-1.500314	-1.342249	-1.130363	-1.791347
NPM3	-5.044435	-5.182484	-1.060523	-0.7158195	-2.954032	-1.776103	-1.424456	-0.1776405	-0.3642622	-0.7425982	-2.72468	-1.403757	-1.456138
SERPINB7	-1.677019	-3.543224	-3.780594	-2.256149	-4.141689	0.5579742	-2.230609	-4.272003	-3.881815	-3.785133	-5.198642	0.7159016	-5.385888
SNRNP200	2.417941	2.218873	2.843085	2.353614	3.420845	3.141486	3.168189	3.058819	3.414752	3.377328	3.435695	3.229881	3.566944
TIPRL	-0.801525	-0.9370606	-2.220962	-1.433229	-1.720649	-2.388638	-1.417425	-2.69731	-2.161735	-2.081109	-2.576612	-1.394106	-1.890522
PALM	-1.161189	-1.763027	-4.498337	-2.951373	-3.88047	-2.065924	-3.513844	-3.298434	-3.351299	-3.082851	-2.898037	-3.216443	-4.435609
EIF3G	-0.355737	-0.528979	0.3458696	0.5234141	0.1274331	0.4720694	0.4303294	0.5706257	0.5649022	0.8933571	0.6981593	1.033836	0.6831913
EIF3J	-0.7684367	1.018815	-1.312999	-3.170235	-2.166965	-3.036571	-1.045155	-0.4266688	-1.276674	-0.9895651	-0.5856661	-2.993604	-2.064857
IDH1	3.801425	3.775168	3.144175	2.259527	3.804947	3.194361	3.40785	2.314644	3.052795	2.553875	3.420707	3.511725	3.106646
ARL6IP5	-4.621143	-2.038077	-2.33382	-3.403191	-6.545357	-3.005431	-3.814551	-6.059412	-3.31938	-1.902954	-2.891571	-3.028378	-1.174373
BCAS2	-2.824022	-2.374529	-0.997337	-0.7297641	-0.6985891	-0.2007487	-2.357055	0.1282222	-0.06213263	-0.1043618	0.04430899	-0.07654808	-0.04231233
DNAJC8	0.7322351	0.454049	1.153789	0.7392681	1.286488	-0.9104363	1.478738	0.05422285	1.200626	0.5909317	-1.052165	1.52117	1.335392
ATP5H	1.16711	1.013383	1.445488	0.4803444	1.23918	1.279454	0.4074856	-0.8871021	0.986167	1.313718	0.9191425	1.514017	1.555281
FLOT1	-2.237394	-0.4185088	-0.5330413	-0.6207634	-1.776539	-0.8674166	-1.305351	-2.778718	-1.770547	-0.94882	-3.55964	-0.9178502	-0.4260723
GLRX3	-1.3519	-0.5196407	-0.4990563	-1.029121	-1.117402	-0.5045657	-0.9398901	0.3427566	0.7481985	0.4118694	1.033974	0.8345389	1.077636
SNCG	-1.733867	-3.59804	-4.480738	-3.097481	1.532064	1.442273	-0.5733818	-4.595586	-2.277113	-3.347238	-3.84302	-4.145514	-2.746759
SRP72	-4.451756	-3.541122	-1.438979	-2.428797	-1.607794	-0.3274783	-2.370635	-0.4731457	-1.82379	-1.83909	-0.0426501	-0.7176793	-0.4036942
DDAH1	-0.06981222	-0.3195663	-0.2294178	-0.0308111	-3.738114	-1.849322	-1.973637	-0.8946682	-1.26844	-0.3299896	-0.9928343	-0.2653768	-0.3019221
MTA2	-2.671856	-1.618898	-0.2216643	-0.7603278	-1.845707	-0.520271	-1.689749	-2.114162	-1.264527	0.1957021	0.03066963	0.4211932	-0.4287838
TOMM70A	-1.386768	-1.90338	-2.162055	-1.595635	-1.320405	-1.442719	-1.844631	-1.970564	-1.778117	-1.255905	-1.875526	-1.417748	-1.475593
UBXN7	-2.012567	-2.467391	-2.30444	-4.47547	-0.7347679	-0.8672675	-0.9575772	-0.7545176	-1.285902	-2.002523	-0.069554	0.1882488	-0.3741327
PROSC	-1.128452	-1.489474	-0.8764886	-0.4170368	-1.086567	-1.219092	-1.061456	-0.4744092	-0.7725176	-0.5994048	-0.5195136	-0.4434636	-0.786744
ERLIN2	-1.539397	-1.382039	0.09058204	-0.7794055	-0.5954372	0.3754406	-1.45749	1.254882	0.4901547	0.9569266	0.4081275	0.6818162	0.9529094
PRPF6	-4.54291	-4.890544	-2.551154	-3.249548	-1.809577	-1.281723	-4.461178	-4.464254	-0.3770937	-0.8697604	-0.8166527	-0.1375566	-0.7835932
AP2A2	-1.549627	-0.1342901	0.09128352	-0.3740872	-0.2971008	-1.997863	-2.042262	-2.27799	0.01145804	-0.5127238	-1.711314	-0.7413446	-1.211246
RTN3.1	0.7728506	-0.08214931	-0.283917	0.5086113	-2.52444	1.037157	0.03796324	-0.02334636	-0.3515958	0.6855875	0.968929	0.6128008	0.9404726
LETM1	-3.344119	-2.620476	-4.166077	-3.784439	-2.898109	-2.579118	-3.583459	-3.299379	-3.594239	-2.165784	-3.736714	-3.069746	-3.002146
ZRANB2	-4.141168	-2.451496	-3.773183	-3.53828	-3.375107	-1.865079	-4.529519	-4.385352	-1.749484	-1.891755	-1.739121	-1.800134	-2.519272
VAPB	-3.453494	-3.341434	-4.046649	-1.97083	-1.432942	-2.343764	-5.153135	-3.965005	-1.982838	-2.430895	-3.589249	-3.34011	-2.501558
SNAPIN	-3.059472	-5.032053	-2.035427	-2.524626	-2.621283	-2.36175	-3.388566	-4.651659	-3.685282	-2.06096	-2.240294	-2.218203	-1.917389
FKBP9	-2.941539	-1.300677	-2.030052	-1.433685	-4.166159	-3.093409	-5.296246	-2.000829	-1.662986	-3.115213	-2.692925	-2.779315	-2.118403
PGLS	1.625493	1.138336	0.966098	0.8674995	1.319557	0.8114167	0.7827166	1.095949	1.455673	1.036519	1.270895	1.418145	1.073416
SMC2	-3.793475	-1.10256	-0.5584033	-3.16131	-4.133005	-1.175979	-2.875391	-1.824053	-1.465643	-1.673887	-0.2871349	-0.8981848	-1.146014
IPO7	-0.1356753	-1.30568	-0.511079	-0.9438117	-0.4441527	0.4412906	-2.376514	-0.8703731	0.7562126	0.5519769	1.472725	1.341434	1.273746
AHSA1	-0.1287052	0.2226273	-0.1046109	0.2268668	0.4705584	-0.6078982	0.5435447	0.2932285	-0.04017687	0.1990848	-0.5525922	0.430594	0.5941443
ACSL3	-0.02735907	0.2530772	-0.6072565	1.088141	-0.6238812	-0.1118921	0.3970758	0.535279	-0.2868841	-0.03873336	-0.8404429	-1.097312	0.3317729
ASMTL	-3.227587	-2.917708	-5.030478	-3.591848	-3.807226	-3.789461	-5.534203	-3.325698	-2.817496	-1.725019	-2.349815	-3.789897	-2.679372
CDS2	-1.006121	-1.083552	-1.587698	-3.806867	-0.9757561	-2.064872	-3.881233	-0.8817676	-2.280345	-1.922013	-4.26662	-1.504428	-1.370369
OXSR1	-1.567115	-1.487101	-1.671998	-1.760571	-1.562628	-0.9436727	-1.581319	-2.52638	-1.457569	-1.133222	-0.7982742	-1.420829	-1.985495
HSPA4L	-1.378245	-0.8167883	-2.27161	-3.256323	-2.602726	-1.327156	-2.416811	-3.748699	-1.786626	-2.02633	0.1309607	0.2484756	-0.1935949
LSM8	-0.1825024	-0.6055855	0.1083606	0.4636607	0.8822216	0.8743002	0.04545358	1.578511	1.315093	0.7847271	1.079768	1.42651	1.563946
AP2A1	-0.01557483	-2.13541	-0.1684444	-1.503799	-0.5038283	-0.7359892	-3.480692	-0.5364818	0.3433136	-0.2532051	-1.195287	-0.08203421	0.2119925
AIFM1	-5.204098	-6.179107	-4.460497	-3.503541	-4.446285	-3.064981	-5.647105	-1.822528	-3.394881	-7.056227	-2.093758	-3.462603	-2.406455
FADS2	-1.921835	-2.326525	-1.984375	-0.7152452	-0.6257724	-0.08764919	-2.698026	-1.704946	-2.445067	-0.3035443	-0.1458714	-0.1995289	-0.199591
DDAH2	3.991306	3.840877	3.474617	2.832549	3.949189	3.87414	3.946876	3.222585	2.947009	3.331925	3.456977	3.271821	3.556677
TXNDC12	-1.410106	-1.955208	-1.962269	-1.898933	-1.808009	-2.001315	-2.501039	-0.1729209	0.0592398	-0.4795818	-1.116644	-0.772822	-1.12527
TOMM40	-3.739152	-3.335903	-2.593328	-4.248979	-0.8616514	-2.943375	-4.060403	-4.262288	-4.480142	-2.482625	-2.799956	-1.283965	-2.115653
ACTL6A	-0.6028967	-0.9864361	0.2391716	-1.937719	0.7559184	0.550486	-0.7578765	0.3184183	0.9590558	1.004328	1.351852	0.9462113	1.202931
WHSC1	-4.546053	-3.38592	-4.110984	-3.778412	-3.954817	-1.525156	-3.897162	-1.698823	-2.24755	-0.7389842	-1.016578	-1.249373	-0.853788
LDHA	4.134655	4.220829	3.450166	3.445271	4.121028	3.96594	4.501657	4.563847	4.741041	4.600785	4.698372	4.893783	4.68479
ALDH1A1	-2.285346	-4.763054	-2.771947	-4.84766	-1.776297	-1.445581	-3.373498	-1.655453	-2.38414	-1.478392	-1.837553	-2.220775	-1.592238
GLUD1	0.7795563	0.4414486	1.905747	1.254459	0.4189324	1.372948	-1.121688	1.866657	2.064406	2.019563	2.186554	2.093821	2.27876
CYB5R3	1.671513	1.110696	1.384242	1.073245	0.5117071	0.1442153	0.5373597	-0.7228738	-0.3819615	0.3759175	-0.800899	-0.002337262	0.9298699
GSR	-0.1319769	-0.1277643	-0.172357	-0.9129293	-1.24328	-1.105593	-0.1200815	-1.030499	0.3386521	-0.07130532	-0.6431834	-0.6733702	-3.037077
MT.CO2	0.02106346	-0.5610495	0.02947161	0.2895225	-0.8565289	-0.08016703	-0.2081389	-0.7145618	-1.385893	0.2185375	-0.1757344	-0.4596054	-0.3622104
SOD1	3.550159	3.144959	3.545369	3.457426	2.702636	3.160331	3.127728	3.158171	3.362149	4.049672	3.674455	3.772067	3.741479
PNP	-2.129615	-2.614098	-2.327115	-4.46546	-0.751148	-0.9237093	-1.697316	-1.157021	-0.2506096	-1.389807	-0.3896987	0.3791332	-0.2956462
HPRT1	-1.283227	-1.671419	-1.580868	-0.7014001	-1.199812	-1.922901	-1.01254	-0.5971829	-0.9481623	-1.109022	-1.059099	-0.8641	-1.24369
GOT2	3.515806	3.428282	2.710334	2.736882	3.305069	3.360544	3.206373	3.40295	3.080201	2.691318	2.22692	2.63882	2.722959
PGK1	5.327042	5.523016	5.078737	4.614825	5.230924	5.26585	5.141003	5.221122	5.189279	5.237188	5.529313	5.217828	5.183081
AK1	1.689173	1.63439	2.44574	1.652517	1.603931	1.292432	1.23283	0.06284887	0.4365037	0.4520777	0.1631679	0.6651136	0.685925
CA2	-5.015724	-3.821206	-0.3880338	-1.896697	-1.772366	0.8152044	-0.5372447	-0.8388107	0.7135733	0.6556884	0.6224704	0.2027087	0.4121653
KRAS	1.531877	1.04082	-0.5054101	0.01463532	-0.4225058	-0.4617677	-0.3486238	-0.6426207	-0.7248623	-0.2029585	-1.902087	0.136521	-0.4040552
COL1A1	-0.612073	-1.223631	-2.134494	-0.5982299	-3.179723	-1.147421	-2.55865	-3.790224	-4.222457	-2.946658	-0.8517735	-3.332644	-0.8160433
COL3A1	-2.36079	-1.674967	-4.8085	-2.941277	-4.195631	-3.280759	-3.415941	-4.927366	-4.824665	-2.651602	-4.761935	-5.520884	-5.308243
LMNA	1.768415	1.884424	3.847497	3.90096	-0.7282161	0.6411542	-0.0249015	0.3230881	0.3516064	-0.3089387	0.7650208	1.021663	1.264544
TFRC	-3.459255	-0.6727042	-2.117199	-2.605924	-2.105336	-0.3848098	-2.971418	0.1906163	-0.1297104	0.6523564	0.537236	0.6268336	0.6174523
FTH1	-3.214711	-3.219596	-0.8852528	-1.013362	-3.447696	-3.217493	-3.267418	-3.142698	-3.491331	-2.340507	-3.37638	-4.751472	-2.701768
CAT	-3.04034	-2.200581	-0.4647368	-1.075191	-2.328921	-0.6607108	-2.501778	1.295041	0.919286	0.4994575	0.7272412	0.7273724	0.6861209
ALDOA	4.891413	5.241416	4.593456	4.325101	4.753487	4.614216	4.765657	5.001819	4.989713	4.893057	5.115437	5.029269	5.162284
CSTB	2.208889	2.36517	2.378066	2.287207	2.265744	2.082448	1.983705	2.144476	2.262425	2.172362	2.462749	2.590247	2.494638
ANXA1	-4.383438	-6.664789	-1.971048	-2.072703	-4.937637	-3.4876	-4.507634	-2.348567	-3.796679	-2.663683	-2.730194	-2.509889	-2.958703
SOD2	1.778377	1.240891	1.530654	0.922599	1.140358	0.9274413	1.461549	1.577081	1.597419	1.309575	0.5836947	1.082156	1.446902
OAT	-0.728239	-2.831933	-1.555942	-2.589135	0.03461442	-2.87394	-1.812253	-0.721184	-1.110383	-1.281532	-2.882975	-2.256495	-0.7053438
SEMG1	-0.8206992	-1.398231	-1.071312	-4.188891	-4.314103	-2.340842	-1.47813	-0.6879731	-3.689394	-2.650884	-1.641167	-4.185419	-4.830633
TUBB4A	1.878697	1.473712	0.5643008	0.1616551	1.161108	0.3767651	-0.1344512	-0.8957559	-1.136502	-0.9621311	-0.7790278	-0.8946812	-0.7957096
GAPDH	6.658437	6.702527	6.50577	5.814082	6.563738	6.281843	6.339762	6.292641	6.566824	6.415694	6.563215	6.866119	6.856872
HSPB1	2.129768	2.178363	4.301119	3.766387	0.1331186	2.002378	0.7175822	2.051488	2.266631	2.180372	2.074263	2.382946	2.502259
RPN1	3.839799	3.798787	3.810996	3.382653	3.746123	3.937285	3.523646	3.72657	3.20441	3.886031	3.345455	3.592854	3.846085
RPN2	1.311918	1.153418	1.927309	1.86024	1.60767	2.188756	2.077163	1.95346	1.333752	3.015941	2.185509	2.561486	2.988348
GNAI2	3.720164	3.656558	2.474965	1.787433	2.505297	2.766912	1.953518	1.684798	1.635448	2.302351	2.499074	2.774327	2.720928
HIST1H2AC	5.880522	5.433841	5.19259	3.803947	4.730357	2.060451	5.76646	2.258697	2.132924	0.8156439	0.2446766	2.651576	2.026771
ATP1A1	-1.478011	-1.586791	-6.339495	-3.124234	-2.364291	-2.663789	-1.718272	-1.913921	-2.118739	-0.1517853	-1.838074	-1.331841	-1.442628
ATP1B1	0.06754593	-0.3022982	-4.290625	-4.438266	-2.134899	-4.990782	-4.99053	-3.827142	-3.058066	-1.444326	-2.87998	-1.460776	-2.106282
ALDH2	-0.589932	-1.084819	-0.3661863	-1.011436	0.2881464	0.8035548	-1.139354	0.9101076	1.791023	1.739689	1.488178	0.5839056	0.8267936
HMGN1	-3.225977	-3.001815	-2.589236	-1.784383	-2.050378	0.00576148	-3.860004	-1.773687	-2.298775	0.4013549	-0.5616518	-0.5053327	-0.7284212
SLC25A5	0.2537246	1.454683	0.3402558	1.298344	-1.447108	-0.009956807	-2.592874	0.9597892	0.4654782	-0.3008916	0.1578579	0.5663732	0.856178
EIF2S1	-2.317638	-2.802661	0.9590642	-0.1943678	-0.6770886	-0.142671	-2.878511	0.3410954	-1.330556	-0.2439902	0.2276653	0.9229889	0.05534837
HMGN2	-4.627409	-4.90602	-4.231529	-3.231495	-4.216475	-2.631808	-3.28757	-3.157814	-4.372809	-1.60514	-1.920699	-2.563377	-2.306123
RPLP1	2.045328	2.254401	2.625876	2.21201	2.4926	2.701346	2.510846	0.6325115	2.698505	2.022392	3.230898	3.122008	2.910248
RPLP2	3.11008	3.250905	3.394584	3.690842	3.437061	3.953445	3.325455	3.907891	3.832279	4.031219	4.300403	4.099996	3.946798
RPLP0	2.690275	2.382582	3.030377	2.884848	3.101007	3.274961	2.448818	3.168807	3.614075	3.150516	3.520926	3.605414	3.50614
SSB	2.881593	2.816174	3.654715	3.193583	3.457779	3.178988	3.52581	3.311911	3.738405	3.528076	3.400084	3.892041	3.798261
ITGB1	-0.3009941	-2.833168	-0.7632639	-2.652386	-3.584853	-2.333119	-3.524698	-2.544292	-3.038175	-0.7183638	-1.707707	-1.011981	-1.320154
KRT18	-1.910328	-1.826309	-1.933728	-1.506896	-1.298908	0.09372792	-2.922225	0.9005941	1.005306	0.6493572	-0.7547134	0.06513597	0.1875944
ATP5B	5.794	5.639797	5.501242	5.116912	5.490411	5.265009	5.337301	5.768282	5.561769	5.436281	5.096879	5.318089	5.574836
S100A6	-3.1902	-0.9929899	-3.185553	-2.338157	-2.990947	-2.290381	1.314408	-4.032303	-1.966418	-3.254365	-3.705141	-3.295897	-1.395533
ENO1	7.531205	7.759223	7.319242	6.66701	7.548109	7.240779	7.565535	7.69593	7.474831	7.269025	7.449563	7.699037	7.553354
GPI	3.924784	3.938513	3.6924	3.239123	3.597992	3.777898	3.420863	3.704646	3.75818	3.679105	3.855463	3.972128	3.984149
NPM1	3.995725	3.661762	4.561173	4.270273	4.949922	4.857504	4.759704	4.783322	4.943197	5.217006	5.168525	5.206299	5.079401
HIST2H2BE	4.789096	4.438403	4.342053	3.839763	5.244833	5.519729	4.60899	5.162649	4.736693	5.167499	5.323506	5.748729	5.564611
EPHX1	-2.332308	-2.853057	-2.262295	-3.279946	-3.445081	-4.559202	-2.471704	-3.405618	-3.016903	-4.328499	-3.995605	-3.407167	-1.806508
DBI	1.720445	2.311984	3.129687	2.478796	2.183029	1.772097	1.070469	1.936574	1.942204	2.247917	2.641192	2.063302	2.204506
LDHB	4.471684	4.467993	4.278213	3.932484	4.556312	4.641211	4.505878	4.496228	4.688984	4.690357	4.727987	5.033517	4.899241
NEFL	0.6643407	-0.1866844	-0.177248	-1.448066	0.1363677	-0.4496557	-1.832968	-4.57882	-3.595336	-3.135216	-2.93657	-4.405029	-4.936822
P4HB	4.08462	3.963554	4.11717	4.096458	3.52726	3.89133	3.526319	4.868834	4.694953	4.541299	4.18835	4.401651	4.615492
H1F0	0.9939594	0.495155	-0.3385979	1.671378	0.9794796	1.644556	0.130672	0.3895959	-1.091674	1.202959	0.008619234	-0.3812065	-0.4495845
ANXA2	4.162828	4.689067	4.674094	4.5394	3.39228	3.641204	3.722711	4.337162	4.201098	3.85213	2.851759	3.101431	4.028641
CAPN1	-0.9681844	-2.199852	-1.916108	-1.481241	-2.302755	-1.531424	-2.65108	-3.893358	-1.315684	-1.34899	-1.50951	-1.103687	-0.6409916
TUBB	7.45198	7.198329	6.563858	5.895012	6.53142	6.280514	6.351286	6.277784	6.305269	6.368603	5.550389	6.371797	6.366033
PSAP	2.237375	1.870182	3.129694	3.3944	2.531469	3.23521	1.943598	3.589694	3.653711	3.650391	3.235901	3.362849	3.556646
HEXB	-2.045226	-1.953819	-1.888628	-1.001944	-2.460231	-2.447346	-2.643181	-1.954309	-0.1898567	-0.3860858	-1.05821	-0.8575046	-1.086327
PFN1	4.407362	4.324429	4.413464	4.107377	3.952788	4.266122	4.094419	4.560788	4.501319	4.406381	4.746778	4.556157	4.471181
EPRS	-2.052027	0.2049093	0.0999489	-1.733677	0.7874671	0.3299175	-1.086935	-0.5324658	1.44543	0.8138271	0.7816001	0.94969	0.5694925
CTSB	-1.663151	-1.803765	-1.80283	-2.438084	-0.8845972	-0.6343019	-3.241119	-2.977303	0.6103197	0.1261993	-0.1709408	-0.4079282	-0.1214429
